Sentence #,Word,POS,Chunk,Tag
14551,south,RB,B-ADVP,O
14551,of,IN,B-PP,O
14551,the,DT,B-NP,O
14551,capital,NN,I-NP,O
14551,Algiers,NNP,I-NP,B-LOC
14551,",",",",O,O
14551,an,DT,B-NP,O
14551,Algerian,JJ,I-NP,B-MISC
14551,newspaper,NN,I-NP,O
14551,said,VBD,B-VP,O
14551,on,IN,B-PP,O
14551,Thursday,NNP,B-NP,O
14551,.,.,O,O
14552,The,DT,B-NP,O
14552,armed,JJ,I-NP,O
14552,militants,NNS,I-NP,O
14552,were,VBD,B-VP,O
14552,shot,VBN,I-VP,O
14552,dead,JJ,B-ADJP,O
14552,in,IN,B-PP,O
14552,Nahar,NNP,B-NP,B-LOC
14552,village,NN,I-NP,O
14552,90,CD,B-NP,O
14552,km,NN,I-NP,O
14552,(,(,O,O
14552,56,CD,B-NP,O
14552,miles,NNS,I-NP,O
14552,),),O,O
14552,south,RB,B-ADVP,O
14552,of,IN,B-PP,O
14552,Algiers,NNP,B-NP,B-LOC
14552,",",",",O,O
14552,Liberte,NNP,B-NP,B-ORG
14552,newspaper,NN,I-NP,O
14552,said,VBD,B-VP,O
14552,.,.,O,O
14553,Security,NN,B-NP,O
14553,forces,NNS,I-NP,O
14553,also,RB,B-ADVP,O
14553,killed,VBD,B-VP,O
14553,an,DT,B-NP,O
14553,unspecified,JJ,I-NP,O
14553,number,NN,I-NP,O
14553,of,IN,B-PP,O
14553,members,NNS,B-NP,O
14553,of,IN,B-PP,O
14553,a,DT,B-NP,O
14553,rebel,JJ,I-NP,O
14553,gang,NN,I-NP,O
14553,on,IN,B-PP,O
14553,Wednesday,NNP,B-NP,O
14553,in,IN,B-PP,O
14553,the,DT,B-NP,O
14553,Leveilly,NN,I-NP,B-LOC
14553,suburb,NN,I-NP,O
14553,of,IN,B-PP,O
14553,Algiers,NNP,B-NP,B-LOC
14553,",",",",O,O
14553,Le,NNP,B-NP,B-ORG
14553,Matin,NNP,I-NP,I-ORG
14553,newspaper,NN,I-NP,O
14553,reported,VBD,B-VP,O
14553,.,.,O,O
14554,An,DT,B-NP,O
14554,estimated,VBN,I-NP,O
14554,"50,000",CD,I-NP,O
14554,people,NNS,I-NP,O
14554,",",",",O,O
14554,mostly,RB,B-ADJP,O
14554,Moslem,JJ,I-ADJP,B-MISC
14554,militants,NNS,B-NP,O
14554,and,CC,O,O
14554,security,NN,B-NP,O
14554,forces,VBZ,B-VP,O
14554,members,NNS,B-NP,O
14554,",",",",O,O
14554,have,VBP,B-VP,O
14554,been,VBN,I-VP,O
14554,killed,VBN,I-VP,O
14554,in,IN,B-PP,O
14554,violence,NN,B-NP,O
14554,pitting,VBG,B-VP,O
14554,Moslem,NNP,B-NP,B-MISC
14554,guerrillas,NNS,I-NP,O
14554,against,IN,B-PP,O
14554,government,NN,B-NP,O
14554,forces,NNS,I-NP,O
14554,since,IN,B-PP,O
14554,early,JJ,B-NP,O
14554,1992,CD,I-NP,O
14554,",",",",O,O
14554,when,WRB,B-ADVP,O
14554,authorities,NNS,B-NP,O
14554,cancelled,VBD,B-VP,O
14554,a,DT,B-NP,O
14554,general,JJ,I-NP,O
14554,election,NN,I-NP,O
14554,in,IN,B-PP,O
14554,which,WDT,B-NP,O
14554,Islamists,NNPS,I-NP,B-MISC
14554,had,VBD,B-VP,O
14554,taken,VBN,I-VP,O
14554,a,DT,B-NP,O
14554,commanding,JJ,I-NP,O
14554,lead,NN,I-NP,O
14554,.,.,O,O
14556,Finns,NNPS,B-NP,B-MISC
14556,hold,VBP,B-VP,O
14556,two,CD,B-NP,O
14556,men,NNS,I-NP,O
14556,on,IN,B-PP,O
14556,child,NN,B-NP,O
14556,sex-abuse,NN,I-NP,O
14556,charges,NNS,I-NP,O
14556,.,.,O,O
14557,HELSINKI,NNP,B-NP,B-LOC
14557,1996-08-29,CD,I-NP,O
14558,Finnish,JJ,B-NP,B-MISC
14558,police,NNS,I-NP,O
14558,said,VBD,B-VP,O
14558,on,IN,B-PP,O
14558,Thursday,NNP,B-NP,O
14558,they,PRP,B-NP,O
14558,had,VBD,B-VP,O
14558,arrested,VBN,I-VP,O
14558,two,CD,B-NP,O
14558,men,NNS,I-NP,O
14558,suspected,VBD,B-VP,O
14558,of,IN,B-PP,O
14558,sexually,RB,B-VP,O
14558,abusing,VBG,I-VP,O
14558,a,DT,B-NP,O
14558,captive,NN,I-NP,O
14558,13-year-old,JJ,I-NP,O
14558,girl,NN,I-NP,O
14558,",",",",O,O
14558,but,CC,O,O
14558,did,VBD,B-VP,O
14558,not,RB,I-VP,O
14558,believe,VB,I-VP,O
14558,the,DT,B-NP,O
14558,case,NN,I-NP,O
14558,was,VBD,B-VP,O
14558,linked,VBN,I-VP,O
14558,to,TO,B-PP,O
14558,others,NNS,B-NP,O
14558,in,IN,B-PP,O
14558,Europe,NNP,B-NP,B-LOC
14558,.,.,O,O
14559,The,DT,B-NP,O
14559,men,NNS,I-NP,O
14559,",",",",O,O
14559,both,DT,B-NP,O
14559,Finns,NNPS,I-NP,B-MISC
14559,aged,VBN,B-ADJP,O
14559,about,IN,B-PP,O
14559,40,CD,B-NP,O
14559,",",",",O,O
14559,were,VBD,B-VP,O
14559,arrested,VBN,I-VP,O
14559,last,JJ,B-NP,O
14559,Saturday,NNP,I-NP,O
14559,in,IN,B-PP,O
14559,the,DT,B-NP,O
14559,western,JJ,I-NP,O
14559,town,NN,I-NP,O
14559,of,IN,B-PP,O
14559,Tampere,NNP,B-NP,B-LOC
14559,in,IN,B-PP,O
14559,a,DT,B-NP,O
14559,raid,NN,I-NP,O
14559,on,IN,B-PP,O
14559,a,DT,B-NP,O
14559,luxury,NN,I-NP,O
14559,boat,NN,I-NP,O
14559,owned,VBN,B-VP,O
14559,by,IN,B-PP,O
14559,one,CD,B-NP,O
14559,of,IN,B-PP,O
14559,them,PRP,B-NP,O
14559,.,.,O,O
14560,The,DT,B-NP,O
14560,girl,NN,I-NP,O
14560,was,VBD,B-VP,O
14560,being,VBG,I-VP,O
14560,held,VBD,I-VP,O
14560,on,IN,B-PP,O
14560,the,DT,B-NP,O
14560,boat,NN,I-NP,O
14560,and,CC,O,O
14560,had,VBD,B-VP,O
14560,sought,VBN,I-VP,O
14560,help,VB,I-VP,O
14560,from,IN,B-PP,O
14560,a,DT,B-NP,O
14560,passer-by,NNS,I-NP,O
14560,",",",",I-NP,O
14560,police,NN,I-NP,O
14560,chief,JJ,I-NP,O
14560,inspector,NN,I-NP,O
14560,Ilkka,NNP,I-NP,B-PER
14560,Laasonen,NNP,I-NP,I-PER
14560,said,VBD,B-VP,O
14560,.,.,O,O
14561,"""","""",O,O
14561,This,DT,B-NP,O
14561,is,VBZ,B-VP,O
14561,an,DT,B-NP,O
14561,individual,JJ,I-NP,O
14561,case,NN,I-NP,O
14561,and,CC,O,O
14561,I,PRP,B-NP,O
14561,do,VBP,B-VP,O
14561,n't,RB,I-VP,O
14561,have,VB,I-VP,O
14561,any,DT,B-NP,O
14561,evidence,NN,I-NP,O
14561,linking,VBG,B-VP,O
14561,the,DT,B-NP,O
14561,suspects,NNS,I-NP,O
14561,to,TO,B-PP,O
14561,any,DT,B-NP,O
14561,other,JJ,I-NP,O
14561,cases,NNS,I-NP,O
14561,",",",",O,O
14561,"""","""",O,O
14561,Laasonen,NNP,B-NP,B-PER
14561,said,VBD,B-VP,O
14561,.,.,O,O
14562,The,DT,B-NP,O
14562,girl,NN,I-NP,O
14562,was,VBD,B-VP,O
14562,taken,VBN,I-VP,O
14562,to,TO,B-PP,O
14562,hospital,NN,B-NP,O
14562,.,.,O,O
14563,The,DT,B-NP,O
14563,men,NNS,I-NP,O
14563,could,MD,B-VP,O
14563,face,VB,I-VP,O
14563,charges,NNS,B-NP,O
14563,carrying,VBG,B-VP,O
14563,up,RP,B-PRT,O
14563,to,TO,B-VP,O
14563,six,CD,B-NP,O
14563,to,TO,I-NP,O
14563,10,CD,I-NP,O
14563,years,NNS,I-NP,O
14563,in,IN,B-PP,O
14563,prison,NN,B-NP,O
14563,",",",",O,O
14563,he,PRP,B-NP,O
14563,said,VBD,B-VP,O
14563,.,.,O,O
14564,Witnesses,NNS,B-NP,O
14564,had,VBD,B-VP,O
14564,reported,VBN,I-VP,O
14564,seeing,VBG,B-VP,O
14564,many,JJ,B-NP,O
14564,young,JJ,I-NP,O
14564,women,NNS,I-NP,O
14564,and,CC,O,O
14564,some,DT,B-NP,O
14564,girls,NNS,I-NP,O
14564,who,WP,B-NP,O
14564,looked,VBD,B-VP,O
14564,clearly,RB,I-VP,O
14564,underage,RB,B-ADVP,O
14564,at,IN,B-PP,O
14564,parties,NNS,B-NP,O
14564,around,IN,B-PP,O
14564,the,DT,B-NP,O
14564,boat,NN,I-NP,O
14564,in,IN,B-PP,O
14564,recent,JJ,B-NP,O
14564,weeks,NNS,I-NP,O
14564,",",",",O,O
14564,the,DT,B-NP,O
14564,daily,JJ,I-NP,O
14564,newspaper,NN,I-NP,O
14564,Iltalehti,NNP,I-NP,B-ORG
14564,said,VBD,B-VP,O
14564,.,.,O,O
14566,Audi,NNP,B-NP,B-ORG
14566,CEO,NNP,I-NP,O
14566,says,VBZ,B-VP,O
14566,expects,VBZ,B-VP,O
14566,no,DT,B-NP,O
14566,96,CD,I-NP,O
14566,currency,NN,I-NP,O
14566,impact,NN,I-NP,O
14566,.,.,O,O
14567,INGOLSTADT,NNP,B-NP,B-LOC
14567,1996-08-29,CD,I-NP,O
14568,Audi,NNP,B-NP,B-ORG
14568,AG,NNP,I-NP,I-ORG
14568,management,NN,I-NP,O
14568,board,NN,I-NP,O
14568,chairman,NN,I-NP,O
14568,Herbert,NNP,B-NP,B-PER
14568,Demel,NNP,I-NP,I-PER
14568,said,VBD,B-VP,O
14568,on,IN,B-PP,O
14568,Thursday,NNP,B-NP,O
14568,that,IN,B-SBAR,O
14568,the,DT,B-NP,O
14568,German,JJ,I-NP,B-MISC
14568,luxury,NN,I-NP,O
14568,carmaker,NN,I-NP,O
14568,",",",",O,O
14568,a,DT,B-NP,O
14568,unit,NN,I-NP,O
14568,of,IN,B-PP,O
14568,Volkswagen,NNP,B-NP,B-ORG
14568,AG,NNP,I-NP,I-ORG
14568,",",",",O,O
14568,did,VBD,B-VP,O
14568,not,RB,I-VP,O
14568,expect,VB,I-VP,O
14568,any,DT,B-NP,O
14568,burden,NN,I-NP,O
14568,on,IN,B-PP,O
14568,its,PRP$,B-NP,O
14568,1996,CD,I-NP,O
14568,results,NNS,I-NP,O
14568,from,IN,B-PP,O
14568,currency,NN,B-NP,O
14568,market,NN,I-NP,O
14568,volatility,NN,I-NP,O
14568,.,.,O,O
14569,"""","""",O,O
14569,We,PRP,B-NP,O
14569,do,VBP,B-VP,O
14569,not,RB,I-VP,O
14569,expect,VB,I-VP,O
14569,any,DT,B-NP,O
14569,burden,NN,I-NP,O
14569,on,IN,B-PP,O
14569,our,PRP$,B-NP,O
14569,1996,CD,I-NP,O
14569,results,NNS,I-NP,O
14569,from,IN,B-PP,O
14569,currency,NN,B-NP,O
14569,markets,NNS,I-NP,O
14569,",",",",O,O
14569,"""","""",O,O
14569,Demel,NNP,B-NP,B-PER
14569,told,VBD,B-VP,O
14569,Reuters,NNP,B-NP,B-ORG
14569,in,IN,B-PP,O
14569,an,DT,B-NP,O
14569,interview,NN,I-NP,O
14569,.,.,O,O
14570,Audi,NNP,B-NP,B-ORG
14570,would,MD,B-VP,O
14570,have,VB,I-VP,O
14570,been,VBN,I-VP,O
14570,able,JJ,B-ADJP,O
14570,to,TO,B-VP,O
14570,report,VB,I-VP,O
14570,a,DT,B-NP,O
14570,profit,NN,I-NP,O
14570,300,CD,B-NP,O
14570,million,CD,I-NP,O
14570,marks,NNS,I-NP,O
14570,higher,JJR,B-ADJP,O
14570,in,IN,B-PP,O
14570,1995,CD,B-NP,O
14570,if,IN,B-SBAR,O
14570,exchange,NN,B-NP,O
14570,rates,NNS,I-NP,O
14570,had,VBD,B-VP,O
14570,stayed,VBN,I-VP,O
14570,the,DT,B-NP,O
14570,same,JJ,I-NP,O
14570,as,IN,B-PP,O
14570,in,IN,B-PP,O
14570,1994,CD,B-NP,O
14570,",",",",O,O
14570,Demel,NNP,B-NP,B-PER
14570,had,VBD,B-VP,O
14570,told,VBN,I-VP,O
14570,a,DT,B-NP,O
14570,shareholder,NN,I-NP,O
14570,meeting,NN,I-NP,O
14570,last,JJ,B-NP,O
14570,April,NNP,I-NP,O
14570,.,.,O,O
14571,Demel,NNP,B-NP,B-PER
14571,said,VBD,B-VP,O
14571,the,DT,B-NP,O
14571,carmaker,NN,I-NP,O
14571,had,VBD,B-VP,O
14571,hedged,VBN,I-VP,O
14571,about,RB,B-NP,O
14571,half,NN,I-NP,O
14571,of,IN,B-PP,O
14571,its,PRP$,B-NP,O
14571,currency,NN,I-NP,O
14571,risk,NN,I-NP,O
14571,for,IN,B-PP,O
14571,1996,CD,B-NP,O
14571,.,.,O,O
14572,--,:,B-NP,O
14572,John,NNP,I-NP,B-PER
14572,Gilardi,NNP,I-NP,I-PER
14572,",",",",O,O
14572,Frankfurt,NNP,B-NP,B-ORG
14572,Newsroom,NNP,I-NP,I-ORG
14572,",",",",O,O
14572,+49,CD,B-NP,O
14572,69,CD,I-NP,O
14572,756525,CD,I-NP,O
14574,KEKKILA,NNP,B-NP,B-ORG
14574,SEES,NNP,I-NP,O
14574,FULL-YR,NNP,I-NP,O
14574,1996,CD,I-NP,O
14574,PROFIT,NNP,I-NP,O
14574,VS,NNP,I-NP,O
14574,LOSS,NNS,I-NP,O
14574,.,.,O,O
14575,HELSINKI,NNP,B-NP,B-LOC
14575,1996-08-29,CD,I-NP,O
14576,Fertilisers,NNS,B-NP,O
14576,and,CC,O,O
14576,saplings,NNS,B-NP,O
14576,maker,NN,I-NP,O
14576,Kekkila,NNP,I-NP,B-ORG
14576,Oy,NNP,I-NP,I-ORG
14576,said,VBD,B-VP,O
14576,on,IN,B-PP,O
14576,Thursday,NNP,B-NP,O
14576,in,IN,B-PP,O
14576,a,DT,B-NP,O
14576,statement,NN,I-NP,O
14576,it,PRP,B-NP,O
14576,expected,VBD,B-VP,O
14576,a,DT,B-NP,O
14576,falling,VBG,I-NP,O
14576,result,NN,I-NP,O
14576,trend,NN,I-NP,O
14576,in,IN,B-PP,O
14576,the,DT,B-NP,O
14576,latter,NN,I-NP,O
14576,half,NN,I-NP,O
14576,of,IN,B-PP,O
14576,the,DT,B-NP,O
14576,year,NN,I-NP,O
14576,",",",",O,O
14576,but,CC,O,O
14576,a,DT,B-NP,O
14576,full-year,JJ,I-NP,O
14576,profit,NN,I-NP,O
14576,was,VBD,B-VP,O
14576,nevertheless,RB,B-ADVP,O
14576,likely,JJ,B-ADJP,O
14576,.,.,O,O
14577,"""","""",O,O
14577,Due,JJ,B-PP,O
14577,to,TO,B-PP,O
14577,natural,JJ,B-NP,O
14577,seasonal,JJ,I-NP,O
14577,fluctuations,NNS,I-NP,O
14577,in,IN,B-PP,O
14577,operations,NNS,B-NP,O
14577,",",",",O,O
14577,the,DT,B-NP,O
14577,end-year,JJ,I-NP,O
14577,result,NN,I-NP,O
14577,trend,NN,I-NP,O
14577,will,MD,B-VP,O
14577,be,VB,I-VP,O
14577,falling,VBG,I-VP,O
14577,",",",",O,O
14577,but,CC,O,O
14577,based,VBN,B-PP,O
14577,on,IN,B-PP,O
14577,the,DT,B-NP,O
14577,early,JJ,I-NP,O
14577,year,NN,I-NP,O
14577,result,NN,I-NP,O
14577,trend,NN,I-NP,O
14577,a,DT,B-NP,O
14577,profitable,JJ,I-NP,O
14577,result,NN,I-NP,O
14577,is,VBZ,B-VP,O
14577,likely,JJ,B-ADJP,O
14577,to,TO,B-VP,O
14577,be,VB,I-VP,O
14577,achieved,VBN,I-VP,O
14577,",",",",O,O
14577,"""","""",O,O
14577,Kekkila,NNP,B-NP,B-ORG
14577,said,VBD,B-VP,O
14577,in,IN,B-PP,O
14577,its,PRP$,B-NP,O
14577,January-June,JJ,I-NP,O
14577,interim,JJ,I-NP,O
14577,report,NN,I-NP,O
14577,.,.,O,O
14578,In,IN,B-PP,O
14578,1995,CD,B-NP,O
14578,",",",",O,O
14578,Kekkila,NNP,B-NP,B-ORG
14578,reported,VBD,B-VP,O
14578,a,DT,O,O
14578,5.6,CD,O,O
14578,million,CD,O,O
14578,markka,NNS,B-NP,O
14578,loss,NN,I-NP,O
14578,before,IN,B-PP,O
14578,extraordinary,JJ,B-NP,O
14578,items,NNS,I-NP,O
14578,and,CC,I-NP,O
14578,tax,NN,I-NP,O
14578,.,.,O,O
14579,In,IN,B-PP,O
14579,the,DT,B-NP,O
14579,first,JJ,I-NP,O
14579,half,NN,I-NP,O
14579,",",",",O,O
14579,Kekkila,NNP,B-NP,B-ORG
14579,posted,VBD,B-VP,O
14579,a,DT,O,O
14579,6.1,CD,O,O
14579,million,CD,O,O
14579,markka,NNS,B-NP,O
14579,profit,NN,I-NP,O
14579,",",",",O,O
14579,up,RB,B-ADVP,O
14579,from,IN,B-PP,O
14579,0.7,CD,B-NP,O
14579,million,CD,I-NP,O
14579,.,.,O,O
14580,--,:,B-NP,O
14580,Helsinki,NNP,I-NP,B-ORG
14580,Newsroom,NNP,I-NP,I-ORG
14580,+358,CD,I-NP,O
14580,-,:,I-NP,O
14580,0,CD,I-NP,O
14580,-,:,I-NP,O
14580,680,CD,I-NP,O
14580,50,CD,I-NP,O
14580,245,CD,I-NP,O
14582,INTERVIEW-T&N,NNP,B-NP,B-MISC
14582,untroubled,VBN,B-VP,O
14582,by,IN,B-PP,O
14582,margin,NN,B-NP,O
14582,pressure,NN,I-NP,O
14582,.,.,O,O
14583,LONDON,NNP,B-NP,B-LOC
14583,1996-08-29,CD,I-NP,O
14584,The,DT,B-NP,O
14584,chairman,NN,I-NP,O
14584,of,IN,B-PP,O
14584,British-based,JJ,B-NP,B-MISC
14584,components,NNS,I-NP,O
14584,and,CC,O,O
14584,engineering,NN,B-NP,O
14584,group,NN,I-NP,O
14584,T&N,NNP,B-NP,B-ORG
14584,Plc,NNP,I-NP,I-ORG
14584,said,VBD,B-VP,O
14584,on,IN,B-PP,O
14584,Thursday,NNP,B-NP,O
14584,the,DT,B-NP,O
14584,firm,NN,I-NP,O
14584,remained,VBD,B-VP,O
14584,confident,JJ,B-ADJP,O
14584,about,IN,B-PP,O
14584,the,DT,O,O
14584,general,JJ,O,O
14584,prospects,NNS,B-NP,O
14584,for,IN,B-PP,O
14584,its,PRP$,B-NP,O
14584,operating,NN,I-NP,O
14584,margins,NNS,I-NP,O
14584,despite,IN,B-PP,O
14584,pressure,NN,B-NP,O
14584,from,IN,B-PP,O
14584,unsettled,JJ,B-NP,O
14584,markets,NNS,I-NP,O
14584,.,.,O,O
14585,In,IN,B-PP,O
14585,an,DT,B-NP,O
14585,interview,NN,I-NP,O
14585,following,VBG,B-PP,O
14585,its,PRP$,B-NP,O
14585,first-half,JJ,I-NP,O
14585,results,NNS,I-NP,O
14585,",",",",O,O
14585,which,WDT,B-NP,O
14585,included,VBD,B-VP,O
14585,a,DT,B-NP,O
14585,less,RBR,I-NP,O
14585,optimistic,JJ,I-NP,O
14585,forecast,NN,I-NP,O
14585,for,IN,B-PP,O
14585,the,DT,B-NP,O
14585,second,JJ,I-NP,O
14585,half,NN,I-NP,O
14585,of,IN,B-PP,O
14585,this,DT,B-NP,O
14585,year,NN,I-NP,O
14585,than,IN,B-SBAR,O
14585,it,PRP,B-NP,O
14585,had,VBD,B-VP,O
14585,made,VBN,I-VP,O
14585,in,IN,B-PP,O
14585,the,DT,B-NP,O
14585,past,NN,I-NP,O
14585,",",",",O,O
14585,Sir,NNP,B-NP,O
14585,Colin,NNP,I-NP,B-PER
14585,Hope,NNP,I-NP,I-PER
14585,said,VBD,B-VP,O
14585,T&N,NNP,B-NP,B-ORG
14585,had,VBD,B-VP,O
14585,taken,VBN,I-VP,O
14585,defensive,JJ,B-NP,O
14585,action,NN,I-NP,O
14585,to,TO,B-VP,O
14585,protect,VB,I-VP,O
14585,it,PRP,B-NP,O
14585,from,IN,B-PP,O
14585,patchy,JJ,B-NP,O
14585,markets,NNS,I-NP,O
14585,.,.,O,O
14586,Looking,VBG,B-VP,O
14586,at,IN,B-PP,O
14586,market,NN,B-NP,O
14586,prospects,NNS,I-NP,O
14586,",",",",O,O
14586,he,PRP,B-NP,O
14586,said,VBD,B-VP,O
14586,:,:,O,O
14586,"""","""",O,O
14586,I,PRP,B-NP,O
14586,think,VBP,B-VP,O
14586,our,PRP$,B-NP,O
14586,best,JJS,I-NP,O
14586,judgment,NN,I-NP,O
14586,at,IN,B-PP,O
14586,this,DT,B-NP,O
14586,stage,NN,I-NP,O
14586,is,VBZ,B-VP,O
14586,that,IN,B-SBAR,O
14586,it,PRP,B-NP,O
14586,will,MD,B-VP,O
14586,probably,RB,I-VP,O
14586,bumble,VB,I-VP,O
14586,along,RB,B-ADVP,O
14586,in,IN,B-PP,O
14586,the,DT,B-NP,O
14586,rather,RB,I-NP,O
14586,mixed,JJ,I-NP,O
14586,way,NN,I-NP,O
14586,it,PRP,B-NP,O
14586,'s,VBZ,B-VP,O
14586,been,VBN,I-VP,O
14586,in,IN,B-PP,O
14586,the,DT,B-NP,O
14586,first,JJ,I-NP,O
14586,half,NN,I-NP,O
14586,.,.,O,O
14586,"""","""",O,O
14587,"""","""",O,O
14587,It,PRP,B-NP,O
14587,'s,VBZ,B-VP,O
14587,very,RB,B-ADJP,O
14587,difficult,JJ,I-ADJP,O
14587,to,TO,B-VP,O
14587,predict,VB,I-VP,O
14587,the,DT,B-NP,O
14587,market,NN,I-NP,O
14587,(,(,O,O
14587,trend,NN,B-NP,O
14587,),),O,O
14587,this,DT,B-NP,O
14587,year,NN,I-NP,O
14587,.,.,O,O
14588,It,PRP,B-NP,O
14588,could,MD,B-VP,O
14588,be,VB,I-VP,O
14588,better,RB,B-ADVP,O
14588,",",",",O,O
14588,or,CC,O,O
14588,it,PRP,B-NP,O
14588,could,MD,B-VP,O
14588,be,VB,I-VP,O
14588,worse,JJR,B-ADJP,O
14588,",",",",O,O
14588,"""","""",O,O
14588,Hope,NNP,B-NP,B-PER
14588,added,VBD,B-VP,O
14588,",",",",O,O
14588,echoing,VBG,B-VP,O
14588,the,DT,B-NP,O
14588,demand,NN,I-NP,O
14588,uncertainty,NN,I-NP,O
14588,across,IN,B-PP,O
14588,automotive,JJ,B-NP,O
14588,industries,NNS,I-NP,O
14588,.,.,O,O
14589,"""","""",O,O
14589,You,PRP,B-NP,O
14589,can,MD,B-VP,O
14589,see,VB,I-VP,O
14589,anxieties,NNS,B-NP,O
14589,in,IN,B-PP,O
14589,Germany,NNP,B-NP,B-LOC
14589,and,CC,I-NP,O
14589,France,NNP,I-NP,B-LOC
14589,",",",",O,O
14589,in,IN,B-PP,O
14589,particular,JJ,B-ADJP,O
14589,",",",",O,O
14589,beginning,VBG,B-VP,O
14589,to,TO,I-VP,O
14589,grow,VB,I-VP,O
14589,and,CC,I-VP,O
14589,develop,VB,I-VP,O
14589,.,.,O,O
14590,America,NNP,B-NP,B-LOC
14590,",",",",O,O
14590,however,RB,B-ADVP,O
14590,",",",",O,O
14590,is,VBZ,B-VP,O
14590,looking,VBG,I-VP,O
14590,a,DT,B-NP,O
14590,little,RB,I-NP,O
14590,better,JJR,B-ADJP,O
14590,",",",",O,O
14590,"""","""",O,O
14590,he,PRP,B-NP,O
14590,said,VBD,B-VP,O
14590,.,.,O,O
14591,Compared,VBN,B-PP,O
14591,with,IN,B-PP,O
14591,the,DT,B-NP,O
14591,end,NN,I-NP,O
14591,of,IN,B-PP,O
14591,last,JJ,B-NP,O
14591,year,NN,I-NP,O
14591,",",",",O,O
14591,when,WRB,B-ADVP,O
14591,T&N,NNS,B-NP,B-ORG
14591,predicted,VBD,B-VP,O
14591,a,DT,B-NP,O
14591,sluggish,JJ,I-NP,O
14591,first,JJ,I-NP,O
14591,half,DT,I-NP,O
14591,and,CC,O,O
14591,a,DT,B-NP,O
14591,rebound,NN,I-NP,O
14591,later,RB,B-ADVP,O
14591,in,IN,B-PP,O
14591,1996,CD,B-NP,O
14591,",",",",O,O
14591,Hope,NNP,B-NP,B-PER
14591,said,VBD,B-VP,O
14591,:,:,O,O
14591,"""","""",O,O
14591,I,PRP,B-NP,O
14591,think,VBP,B-VP,O
14591,the,DT,B-NP,O
14591,difference,NN,I-NP,O
14591,(,(,O,O
14591,now,RB,B-ADVP,O
14591,),),O,O
14591,is,VBZ,B-VP,O
14591,the,DT,B-NP,O
14591,first,JJ,I-NP,O
14591,half,NN,I-NP,O
14591,has,VBZ,B-VP,O
14591,not,RB,I-VP,O
14591,actually,RB,I-VP,O
14591,been,VBN,I-VP,O
14591,as,RB,B-ADJP,O
14591,bad,JJ,I-ADJP,O
14591,as,IN,B-PP,O
14591,some,DT,B-NP,O
14591,felt,VBD,B-VP,O
14591,it,PRP,B-NP,O
14591,was,VBD,B-VP,O
14591,going,VBG,I-VP,O
14591,to,TO,I-VP,O
14591,be,VB,I-VP,O
14591,",",",",O,O
14591,but,CC,O,O
14591,equally,RB,B-ADJP,O
14591,we,PRP,B-NP,O
14591,'re,VBP,B-VP,O
14591,certainly,RB,I-VP,O
14591,not,RB,I-VP,O
14591,predicting,VBG,I-VP,O
14591,a,DT,B-NP,O
14591,recovery,NN,I-NP,O
14591,in,IN,B-PP,O
14591,the,DT,B-NP,O
14591,second,JJ,I-NP,O
14591,half,NN,I-NP,O
14591,.,.,O,O
14591,"""","""",O,O
14592,Against,IN,B-PP,O
14592,this,DT,B-NP,O
14592,background,NN,I-NP,O
14592,",",",",O,O
14592,Hope,NNP,B-NP,B-PER
14592,said,VBD,B-VP,O
14592,the,DT,B-NP,O
14592,group,NN,I-NP,O
14592,was,VBD,B-VP,O
14592,glad,JJ,B-ADJP,O
14592,it,PRP,B-NP,O
14592,had,VBD,B-VP,O
14592,rationalised,VBN,I-VP,O
14592,and,CC,O,O
14592,destocked,VBD,B-VP,O
14592,even,RB,B-SBAR,O
14592,though,IN,I-SBAR,O
14592,this,DT,B-NP,O
14592,had,VBD,B-VP,O
14592,pressed,VBN,I-VP,O
14592,margins,NNS,B-NP,O
14592,",",",",O,O
14592,which,WDT,B-NP,O
14592,had,VBD,B-VP,O
14592,slipped,VBN,I-VP,O
14592,to,TO,B-PP,O
14592,9.5,CD,B-NP,O
14592,percent,NN,I-NP,O
14592,from,IN,B-PP,O
14592,11.3,CD,B-NP,O
14592,percent,NN,I-NP,O
14592,a,DT,B-NP,O
14592,year,NN,I-NP,O
14592,ago,RB,B-ADVP,O
14592,.,.,O,O
14593,"""","""",O,O
14593,I,PRP,B-NP,O
14593,think,VBP,B-VP,O
14593,the,DT,B-NP,O
14593,figure,NN,I-NP,O
14593,of,IN,B-PP,O
14593,9.5,CD,B-NP,O
14593,percent,NN,I-NP,O
14593,on,IN,B-PP,O
14593,the,DT,B-NP,O
14593,first,JJ,I-NP,O
14593,half,NN,I-NP,O
14593,",",",",O,O
14593,when,WRB,B-ADVP,O
14593,you,PRP,B-NP,O
14593,consider,VBP,B-VP,O
14593,the,DT,B-NP,O
14593,fact,NN,I-NP,O
14593,that,IN,B-SBAR,O
14593,we,PRP,B-NP,O
14593,'ve,VBP,B-VP,O
14593,been,VBN,I-VP,O
14593,destocking,VBG,I-VP,O
14593,",",",",O,O
14593,the,DT,B-NP,O
14593,fairly,RB,I-NP,O
14593,mixed,JJ,I-NP,O
14593,customer,NN,I-NP,O
14593,demand,NN,I-NP,O
14593,",",",",O,O
14593,and,CC,O,O
14593,the,DT,B-NP,O
14593,fact,NN,I-NP,O
14593,that,IN,B-SBAR,O
14593,we,PRP,B-NP,O
