sentence_id,text,entity,label,start,end
363,"71 Ernie Els ( South Africa ) , Scott Hoch",Ernie Els,ORG,3,12
363,"71 Ernie Els ( South Africa ) , Scott Hoch",South Africa,GPE,15,27
363,"71 Ernie Els ( South Africa ) , Scott Hoch",Scott Hoch,PERSON,32,42
364,"72 Clarence Rose , Loren Roberts , Fred Funk , Sven Struver",72,CARDINAL,0,2
364,"72 Clarence Rose , Loren Roberts , Fred Funk , Sven Struver",Clarence Rose,PERSON,3,16
364,"72 Clarence Rose , Loren Roberts , Fred Funk , Sven Struver",Loren Roberts,PERSON,19,32
364,"72 Clarence Rose , Loren Roberts , Fred Funk , Sven Struver",Fred Funk,PERSON,35,44
365,"( Germany ) , Alexander Cejka ( Germany ) , Hal Sutton , Tom Lehman",Germany,GPE,2,9
365,"( Germany ) , Alexander Cejka ( Germany ) , Hal Sutton , Tom Lehman",Alexander Cejka,PERSON,14,29
365,"( Germany ) , Alexander Cejka ( Germany ) , Hal Sutton , Tom Lehman",Germany,GPE,32,39
365,"( Germany ) , Alexander Cejka ( Germany ) , Hal Sutton , Tom Lehman",Hal Sutton,PERSON,44,54
365,"( Germany ) , Alexander Cejka ( Germany ) , Hal Sutton , Tom Lehman",Tom Lehman,PERSON,57,67
366,"73 D.A. Weibring , Brad Bryant , Craig Parry ( Australia ) ,",73,CARDINAL,0,2
366,"73 D.A. Weibring , Brad Bryant , Craig Parry ( Australia ) ,",D.A. Weibring,ORG,3,16
366,"73 D.A. Weibring , Brad Bryant , Craig Parry ( Australia ) ,",Brad Bryant,PERSON,19,30
366,"73 D.A. Weibring , Brad Bryant , Craig Parry ( Australia ) ,",Craig Parry,PERSON,33,44
366,"73 D.A. Weibring , Brad Bryant , Craig Parry ( Australia ) ,",Australia,GPE,47,56
367,"Stewart Ginn ( Australia ) , Corey Pavin , Craig Stadler , Mark",Stewart Ginn,PERSON,0,12
367,"Stewart Ginn ( Australia ) , Corey Pavin , Craig Stadler , Mark",Australia,GPE,15,24
367,"Stewart Ginn ( Australia ) , Corey Pavin , Craig Stadler , Mark",Corey Pavin,PERSON,29,40
367,"Stewart Ginn ( Australia ) , Corey Pavin , Craig Stadler , Mark",Craig Stadler,PERSON,43,56
367,"Stewart Ginn ( Australia ) , Corey Pavin , Craig Stadler , Mark",Mark,PERSON,59,63
368,"O'Meara , Fred Couples",Fred Couples,PERSON,10,22
369,"74 Paul Stankowski , Costantino Rocca ( Italy )",74,CARDINAL,0,2
369,"74 Paul Stankowski , Costantino Rocca ( Italy )",Paul Stankowski,PERSON,3,18
369,"74 Paul Stankowski , Costantino Rocca ( Italy )",Costantino Rocca,PERSON,21,37
369,"74 Paul Stankowski , Costantino Rocca ( Italy )",Italy,GPE,40,45
370,"75 Jim Furyk , Satoshi Higashi ( Japan ) , Willie Wood , Shigeki",75,CARDINAL,0,2
370,"75 Jim Furyk , Satoshi Higashi ( Japan ) , Willie Wood , Shigeki",Jim Furyk,PERSON,3,12
370,"75 Jim Furyk , Satoshi Higashi ( Japan ) , Willie Wood , Shigeki",Satoshi Higashi,PERSON,15,30
370,"75 Jim Furyk , Satoshi Higashi ( Japan ) , Willie Wood , Shigeki",Japan,GPE,33,38
370,"75 Jim Furyk , Satoshi Higashi ( Japan ) , Willie Wood , Shigeki",Willie Wood,PERSON,43,54
370,"75 Jim Furyk , Satoshi Higashi ( Japan ) , Willie Wood , Shigeki",Shigeki,ORG,57,64
371,Maruyama ( Japan ),Maruyama,PERSON,0,8
371,Maruyama ( Japan ),Japan,GPE,11,16
372,76 Scott McCarron,76,CARDINAL,0,2
372,76 Scott McCarron,Scott McCarron,PERSON,3,17
373,"77 Wayne Westner ( South Africa ) , Steve Schneiter",77,CARDINAL,0,2
373,"77 Wayne Westner ( South Africa ) , Steve Schneiter",Wayne Westner,PERSON,3,16
373,"77 Wayne Westner ( South Africa ) , Steve Schneiter",South Africa,GPE,19,31
373,"77 Wayne Westner ( South Africa ) , Steve Schneiter",Steve Schneiter,PERSON,36,51
374,79 Tom Watson,79,CARDINAL,0,2
374,79 Tom Watson,Tom Watson,PERSON,3,13
375,81 Seiki Okuda ( Japan ),81,CARDINAL,0,2
375,81 Seiki Okuda ( Japan ),Okuda,PERSON,9,14
375,81 Seiki Okuda ( Japan ),Japan,GPE,17,22
377,SOCCER - GLORIA BISTRITA BEAT 2-1 F.C. VALLETTA .,2,CARDINAL,30,31
378,BISTRITA 1996-08-22,BISTRITA,ORG,0,8
378,BISTRITA 1996-08-22,1996-08-22,DATE,9,19
379,"Gloria Bistrita ( Romania ) beat 2-1 ( halftime 1-1 ) F.C. Valletta ( Malta ) in their Cup winners Cup match , second leg of the preliminary round , on Thursday .",Gloria Bistrita,PERSON,0,15
379,"Gloria Bistrita ( Romania ) beat 2-1 ( halftime 1-1 ) F.C. Valletta ( Malta ) in their Cup winners Cup match , second leg of the preliminary round , on Thursday .",Romania,GPE,18,25
379,"Gloria Bistrita ( Romania ) beat 2-1 ( halftime 1-1 ) F.C. Valletta ( Malta ) in their Cup winners Cup match , second leg of the preliminary round , on Thursday .",2,CARDINAL,33,34
379,"Gloria Bistrita ( Romania ) beat 2-1 ( halftime 1-1 ) F.C. Valletta ( Malta ) in their Cup winners Cup match , second leg of the preliminary round , on Thursday .",1,CARDINAL,48,49
379,"Gloria Bistrita ( Romania ) beat 2-1 ( halftime 1-1 ) F.C. Valletta ( Malta ) in their Cup winners Cup match , second leg of the preliminary round , on Thursday .",Malta,GPE,70,75
379,"Gloria Bistrita ( Romania ) beat 2-1 ( halftime 1-1 ) F.C. Valletta ( Malta ) in their Cup winners Cup match , second leg of the preliminary round , on Thursday .",their Cup winners Cup,EVENT,81,102
379,"Gloria Bistrita ( Romania ) beat 2-1 ( halftime 1-1 ) F.C. Valletta ( Malta ) in their Cup winners Cup match , second leg of the preliminary round , on Thursday .",second,ORDINAL,111,117
379,"Gloria Bistrita ( Romania ) beat 2-1 ( halftime 1-1 ) F.C. Valletta ( Malta ) in their Cup winners Cup match , second leg of the preliminary round , on Thursday .",Thursday,DATE,152,160
381,"Gloria Bistrita - Ilie Lazar ( 32nd ) , Eugen Voica ( 84th )",Gloria Bistrita - Ilie Lazar,PERSON,0,28
381,"Gloria Bistrita - Ilie Lazar ( 32nd ) , Eugen Voica ( 84th )",32nd,ORDINAL,31,35
381,"Gloria Bistrita - Ilie Lazar ( 32nd ) , Eugen Voica ( 84th )",Eugen Voica,PERSON,40,51
381,"Gloria Bistrita - Ilie Lazar ( 32nd ) , Eugen Voica ( 84th )",84th,ORDINAL,54,58
382,F.C. La Valletta - Gilbert Agius ( 24th ),F.C. La Valletta - Gilbert Agius,ORG,0,32
382,F.C. La Valletta - Gilbert Agius ( 24th ),24th,ORDINAL,35,39
383,"Attendance : 8,000","8,000",CARDINAL,13,18
384,Gloria Bistrita won 4-2 on aggregate and qualified for the first round of the Cup winners Cup .,Gloria Bistrita,PERSON,0,15
384,Gloria Bistrita won 4-2 on aggregate and qualified for the first round of the Cup winners Cup .,4,CARDINAL,20,21
384,Gloria Bistrita won 4-2 on aggregate and qualified for the first round of the Cup winners Cup .,first,ORDINAL,59,64
384,Gloria Bistrita won 4-2 on aggregate and qualified for the first round of the Cup winners Cup .,the Cup winners Cup,EVENT,74,93
387,HORSE RACING - PIVOTAL ENDS 25-YEAR WAIT FOR TRAINER PRESCOTT .,25-YEAR,DATE,28,35
388,"YORK , England 1996-08-22",YORK,GPE,0,4
388,"YORK , England 1996-08-22",England 1996-08-22,DATE,7,25
389,"Sir Mark Prescott landed his first group one victory in 25 years as a trainer when his top sprinter Pivotal , a 100-30 chance , won the Nunthorpe Stakes on Thursday .",Mark Prescott,PERSON,4,17
389,"Sir Mark Prescott landed his first group one victory in 25 years as a trainer when his top sprinter Pivotal , a 100-30 chance , won the Nunthorpe Stakes on Thursday .",first,ORDINAL,29,34
389,"Sir Mark Prescott landed his first group one victory in 25 years as a trainer when his top sprinter Pivotal , a 100-30 chance , won the Nunthorpe Stakes on Thursday .",one,CARDINAL,41,44
389,"Sir Mark Prescott landed his first group one victory in 25 years as a trainer when his top sprinter Pivotal , a 100-30 chance , won the Nunthorpe Stakes on Thursday .",25 years,DATE,56,64
389,"Sir Mark Prescott landed his first group one victory in 25 years as a trainer when his top sprinter Pivotal , a 100-30 chance , won the Nunthorpe Stakes on Thursday .",100,CARDINAL,112,115
389,"Sir Mark Prescott landed his first group one victory in 25 years as a trainer when his top sprinter Pivotal , a 100-30 chance , won the Nunthorpe Stakes on Thursday .",Thursday,DATE,156,164
390,"The three-year-old , partnered by veteran George Duffield , snatched a short head verdict in the last stride to deny Eveningperformance ( 16-1 ) , trained by Henry Candy and ridden by Chris Rutter .",three-year-old,DATE,4,18
390,"The three-year-old , partnered by veteran George Duffield , snatched a short head verdict in the last stride to deny Eveningperformance ( 16-1 ) , trained by Henry Candy and ridden by Chris Rutter .",George Duffield,PERSON,42,57
390,"The three-year-old , partnered by veteran George Duffield , snatched a short head verdict in the last stride to deny Eveningperformance ( 16-1 ) , trained by Henry Candy and ridden by Chris Rutter .",Eveningperformance,PERSON,117,135
390,"The three-year-old , partnered by veteran George Duffield , snatched a short head verdict in the last stride to deny Eveningperformance ( 16-1 ) , trained by Henry Candy and ridden by Chris Rutter .",16,CARDINAL,138,140
390,"The three-year-old , partnered by veteran George Duffield , snatched a short head verdict in the last stride to deny Eveningperformance ( 16-1 ) , trained by Henry Candy and ridden by Chris Rutter .",Henry Candy,PERSON,158,169
390,"The three-year-old , partnered by veteran George Duffield , snatched a short head verdict in the last stride to deny Eveningperformance ( 16-1 ) , trained by Henry Candy and ridden by Chris Rutter .",Chris Rutter,PERSON,184,196
391,"Hever Golf Rose ( 11-4 ) , last year 's Prix de l ' Abbaye winner at Longchamp , finished third , a further one and a quarter lengths away with the 7-4 favourite Mind Games in fourth .",Hever Golf Rose,PERSON,0,15
391,"Hever Golf Rose ( 11-4 ) , last year 's Prix de l ' Abbaye winner at Longchamp , finished third , a further one and a quarter lengths away with the 7-4 favourite Mind Games in fourth .",11-4,CARDINAL,18,22
391,"Hever Golf Rose ( 11-4 ) , last year 's Prix de l ' Abbaye winner at Longchamp , finished third , a further one and a quarter lengths away with the 7-4 favourite Mind Games in fourth .",last year 's,DATE,27,39
391,"Hever Golf Rose ( 11-4 ) , last year 's Prix de l ' Abbaye winner at Longchamp , finished third , a further one and a quarter lengths away with the 7-4 favourite Mind Games in fourth .",Prix de l ',ORG,40,51
391,"Hever Golf Rose ( 11-4 ) , last year 's Prix de l ' Abbaye winner at Longchamp , finished third , a further one and a quarter lengths away with the 7-4 favourite Mind Games in fourth .",Abbaye,ORG,52,58
391,"Hever Golf Rose ( 11-4 ) , last year 's Prix de l ' Abbaye winner at Longchamp , finished third , a further one and a quarter lengths away with the 7-4 favourite Mind Games in fourth .",Longchamp,ORG,69,78
391,"Hever Golf Rose ( 11-4 ) , last year 's Prix de l ' Abbaye winner at Longchamp , finished third , a further one and a quarter lengths away with the 7-4 favourite Mind Games in fourth .",third,ORDINAL,90,95
391,"Hever Golf Rose ( 11-4 ) , last year 's Prix de l ' Abbaye winner at Longchamp , finished third , a further one and a quarter lengths away with the 7-4 favourite Mind Games in fourth .",7,CARDINAL,148,149
391,"Hever Golf Rose ( 11-4 ) , last year 's Prix de l ' Abbaye winner at Longchamp , finished third , a further one and a quarter lengths away with the 7-4 favourite Mind Games in fourth .",Mind Games,EVENT,162,172
391,"Hever Golf Rose ( 11-4 ) , last year 's Prix de l ' Abbaye winner at Longchamp , finished third , a further one and a quarter lengths away with the 7-4 favourite Mind Games in fourth .",fourth,ORDINAL,176,182
392,"Pivotal , a Royal Ascot winner in June , may now be aimed at this season 's Abbaye , Europe 's top sprint race .",Royal Ascot,ORG,12,23
392,"Pivotal , a Royal Ascot winner in June , may now be aimed at this season 's Abbaye , Europe 's top sprint race .",June,DATE,34,38
392,"Pivotal , a Royal Ascot winner in June , may now be aimed at this season 's Abbaye , Europe 's top sprint race .",season,DATE,66,72
392,"Pivotal , a Royal Ascot winner in June , may now be aimed at this season 's Abbaye , Europe 's top sprint race .",Abbaye,LOC,76,82
392,"Pivotal , a Royal Ascot winner in June , may now be aimed at this season 's Abbaye , Europe 's top sprint race .",Europe,LOC,85,91
393,"Prescott , reluctant to go into the winner 's enclosure until the result of the photo-finish was announced , said : "" Twenty-five years and I have never been there so I thought I had better wait a bit longer . """,Prescott,ORG,0,8
393,"Prescott , reluctant to go into the winner 's enclosure until the result of the photo-finish was announced , said : "" Twenty-five years and I have never been there so I thought I had better wait a bit longer . """,Twenty-five years,DATE,118,135
394,"He added : "" It 's very sad to beat Henry Candy because I am godfather to his daughter . """,Henry Candy,PERSON,36,47
395,"Like Prescott , Jack Berry , trainer of Mind Games , had gone into Thursday 's race in search of a first group one success after many years around the top of his profession .",Prescott,PERSON,5,13
395,"Like Prescott , Jack Berry , trainer of Mind Games , had gone into Thursday 's race in search of a first group one success after many years around the top of his profession .",Jack Berry,PERSON,16,26
395,"Like Prescott , Jack Berry , trainer of Mind Games , had gone into Thursday 's race in search of a first group one success after many years around the top of his profession .",Mind Games,FAC,40,50
395,"Like Prescott , Jack Berry , trainer of Mind Games , had gone into Thursday 's race in search of a first group one success after many years around the top of his profession .",Thursday,DATE,67,75
395,"Like Prescott , Jack Berry , trainer of Mind Games , had gone into Thursday 's race in search of a first group one success after many years around the top of his profession .",first,ORDINAL,99,104
395,"Like Prescott , Jack Berry , trainer of Mind Games , had gone into Thursday 's race in search of a first group one success after many years around the top of his profession .",one,CARDINAL,111,114
395,"Like Prescott , Jack Berry , trainer of Mind Games , had gone into Thursday 's race in search of a first group one success after many years around the top of his profession .",many years,DATE,129,139
396,"Berry said : "" I`m disappointed but I do n't feel suicidal .",Berry,ORG,0,5
397,"He ( Mind Games ) was going as well as any of them one and a half furlongs ( 300 metres ) out but he just did n't quicken . """,300 metres,QUANTITY,77,87
400,"YORK , England 1996-08-22",YORK,GPE,0,4
400,"YORK , England 1996-08-22",England 1996-08-22,DATE,7,25
401,"Result of the Nunthorpe Stakes , a group one race for two-year-olds and upwards , run over five furlongs ( 1 km ) on Thursday :",one,CARDINAL,41,44
401,"Result of the Nunthorpe Stakes , a group one race for two-year-olds and upwards , run over five furlongs ( 1 km ) on Thursday :",two-year-olds,DATE,54,67
401,"Result of the Nunthorpe Stakes , a group one race for two-year-olds and upwards , run over five furlongs ( 1 km ) on Thursday :",five,CARDINAL,91,95
401,"Result of the Nunthorpe Stakes , a group one race for two-year-olds and upwards , run over five furlongs ( 1 km ) on Thursday :",1 km,QUANTITY,107,111
401,"Result of the Nunthorpe Stakes , a group one race for two-year-olds and upwards , run over five furlongs ( 1 km ) on Thursday :",Thursday,DATE,117,125
402,1. Pivotal 100-30 ( ridden by George Duffield ),1,CARDINAL,0,1
402,1. Pivotal 100-30 ( ridden by George Duffield ),100-30,CARDINAL,11,17
402,1. Pivotal 100-30 ( ridden by George Duffield ),George Duffield,PERSON,30,45
403,2. Eveningperformance 16-1 ( Chris Rutter ),2,CARDINAL,0,1
403,2. Eveningperformance 16-1 ( Chris Rutter ),16,CARDINAL,22,24
403,2. Eveningperformance 16-1 ( Chris Rutter ),Chris Rutter,PERSON,29,41
404,3. Hever Golf Rose 11-4 ( Jason Weaver ),3,CARDINAL,0,1
404,3. Hever Golf Rose 11-4 ( Jason Weaver ),Hever Golf Rose,PERSON,3,18
404,3. Hever Golf Rose 11-4 ( Jason Weaver ),11,CARDINAL,19,21
404,3. Hever Golf Rose 11-4 ( Jason Weaver ),Jason Weaver,PERSON,26,38
405,Eight ran .,Eight,CARDINAL,0,5
406,Favourite : Mind Games ( 7-4 ) finished 4th,7,CARDINAL,25,26
406,Favourite : Mind Games ( 7-4 ) finished 4th,4th,ORDINAL,40,43
407,"Distances : a short head , 1-1/4 lengths .",1,CARDINAL,27,28
409,Mark Prescott at Newmarket .,Mark Prescott,PERSON,0,13
409,Mark Prescott at Newmarket .,Newmarket,GPE,17,26
410,"Value to winner : 72,464 pounds sterling ( $ 112,200 )","72,464 pounds",MONEY,18,31
410,"Value to winner : 72,464 pounds sterling ( $ 112,200 )","112,200",MONEY,45,52
412,TENNIS - RESULTS AT TOSHIBA CLASSIC .,CLASSIC,PRODUCT,28,35
413,"CARLSBAD , California 1996-08-21",CARLSBAD,ORG,0,8
413,"CARLSBAD , California 1996-08-21",California,GPE,11,21
413,"CARLSBAD , California 1996-08-21",1996-08-21,DATE,22,32
415,"$ 450,000 Toshiba Classic tennis tournament on Wednesday","450,000",MONEY,2,9
415,"$ 450,000 Toshiba Classic tennis tournament on Wednesday",Toshiba,ORG,10,17
415,"$ 450,000 Toshiba Classic tennis tournament on Wednesday",Classic,PRODUCT,18,25
415,"$ 450,000 Toshiba Classic tennis tournament on Wednesday",Wednesday,DATE,47,56
417,Second round,Second,ORDINAL,0,6
418,1 - Arantxa Sanchez Vicario ( Spain ) beat Naoko Kijimuta ( Japan ),1,CARDINAL,0,1
418,1 - Arantxa Sanchez Vicario ( Spain ) beat Naoko Kijimuta ( Japan ),Spain,GPE,30,35
418,1 - Arantxa Sanchez Vicario ( Spain ) beat Naoko Kijimuta ( Japan ),Naoko Kijimuta,ORG,43,57
418,1 - Arantxa Sanchez Vicario ( Spain ) beat Naoko Kijimuta ( Japan ),Japan,GPE,60,65
419,1-6 6-4 6-3,1,CARDINAL,0,1
419,1-6 6-4 6-3,6-3,CARDINAL,8,11
420,4 - Kimiko Date ( Japan ) beat Yone Kamio ( Japan ) 6-2 7-5,4,CARDINAL,0,1
420,4 - Kimiko Date ( Japan ) beat Yone Kamio ( Japan ) 6-2 7-5,Japan,GPE,18,23
420,4 - Kimiko Date ( Japan ) beat Yone Kamio ( Japan ) 6-2 7-5,Yone Kamio,PERSON,31,41
420,4 - Kimiko Date ( Japan ) beat Yone Kamio ( Japan ) 6-2 7-5,Japan,GPE,44,49
420,4 - Kimiko Date ( Japan ) beat Yone Kamio ( Japan ) 6-2 7-5,6,CARDINAL,52,53
421,Sandrine Testud ( France ) beat 7 - Ai Sugiyama ( Japan ) 6-3 4-6,Sandrine Testud,PERSON,0,15
421,Sandrine Testud ( France ) beat 7 - Ai Sugiyama ( Japan ) 6-3 4-6,France,GPE,18,24
421,Sandrine Testud ( France ) beat 7 - Ai Sugiyama ( Japan ) 6-3 4-6,7,CARDINAL,32,33
421,Sandrine Testud ( France ) beat 7 - Ai Sugiyama ( Japan ) 6-3 4-6,Japan,GPE,50,55
421,Sandrine Testud ( France ) beat 7 - Ai Sugiyama ( Japan ) 6-3 4-6,6,CARDINAL,58,59
422,6-4,6,CARDINAL,0,1
423,8 - Nathalie Tauziat ( France ) beat Shi-Ting Wang ( Taiwan ) 6-4,8 - Nathalie Tauziat,ORG,0,20
423,8 - Nathalie Tauziat ( France ) beat Shi-Ting Wang ( Taiwan ) 6-4,France,GPE,23,29
423,8 - Nathalie Tauziat ( France ) beat Shi-Ting Wang ( Taiwan ) 6-4,Shi-Ting Wang,PERSON,37,50
423,8 - Nathalie Tauziat ( France ) beat Shi-Ting Wang ( Taiwan ) 6-4,Taiwan,GPE,53,59
423,8 - Nathalie Tauziat ( France ) beat Shi-Ting Wang ( Taiwan ) 6-4,6,CARDINAL,62,63
424,6-2,6,CARDINAL,0,1
427,"COMMACK , New York 1996-08-21",COMMACK,ORG,0,7
427,"COMMACK , New York 1996-08-21",New York,GPE,10,18
427,"COMMACK , New York 1996-08-21",1996-08-21,DATE,19,29
429,Waldbaum Hamlet Cup tennis tournament on Wednesday ( prefix,Waldbaum Hamlet Cup,ORG,0,19
429,Waldbaum Hamlet Cup tennis tournament on Wednesday ( prefix,Wednesday,DATE,41,50
431,Second round,Second,ORDINAL,0,6
432,1 - Michael Chang ( U.S. ) beat Sergi Bruguera ( Spain ) 6-3 6-2,1,CARDINAL,0,1
432,1 - Michael Chang ( U.S. ) beat Sergi Bruguera ( Spain ) 6-3 6-2,Michael Chang,PERSON,4,17
432,1 - Michael Chang ( U.S. ) beat Sergi Bruguera ( Spain ) 6-3 6-2,U.S.,GPE,20,24
432,1 - Michael Chang ( U.S. ) beat Sergi Bruguera ( Spain ) 6-3 6-2,Sergi Bruguera,PERSON,32,46
432,1 - Michael Chang ( U.S. ) beat Sergi Bruguera ( Spain ) 6-3 6-2,Spain,GPE,49,54
432,1 - Michael Chang ( U.S. ) beat Sergi Bruguera ( Spain ) 6-3 6-2,6,CARDINAL,57,58
433,Michael Joyce ( U.S. ) beat 3 - Richey Reneberg ( U.S. ) 3-6 6-4,Michael Joyce,PERSON,0,13
433,Michael Joyce ( U.S. ) beat 3 - Richey Reneberg ( U.S. ) 3-6 6-4,U.S.,GPE,16,20
433,Michael Joyce ( U.S. ) beat 3 - Richey Reneberg ( U.S. ) 3-6 6-4,3,CARDINAL,28,29
433,Michael Joyce ( U.S. ) beat 3 - Richey Reneberg ( U.S. ) 3-6 6-4,U.S.,GPE,50,54
433,Michael Joyce ( U.S. ) beat 3 - Richey Reneberg ( U.S. ) 3-6 6-4,3,CARDINAL,57,58
434,6-3,6-3,CARDINAL,0,3
435,Martin Damm ( Czech Republic ) beat 6 - Younes El Aynaoui,Martin Damm,PERSON,0,11
435,Martin Damm ( Czech Republic ) beat 6 - Younes El Aynaoui,Czech Republic,GPE,14,28
435,Martin Damm ( Czech Republic ) beat 6 - Younes El Aynaoui,6,CARDINAL,36,37
436,( Morocco ) 5-7 6-3 3-0 retired,Morocco,GPE,2,9
436,( Morocco ) 5-7 6-3 3-0 retired,5,CARDINAL,12,13
437,Karol Kucera ( Slovakia ) beat Hicham Arazi ( Morocco ) 7-6 ( 7-4 ),Karol Kucera,PERSON,0,12
437,Karol Kucera ( Slovakia ) beat Hicham Arazi ( Morocco ) 7-6 ( 7-4 ),Slovakia,ORG,15,23
437,Karol Kucera ( Slovakia ) beat Hicham Arazi ( Morocco ) 7-6 ( 7-4 ),Hicham Arazi,PERSON,31,43
437,Karol Kucera ( Slovakia ) beat Hicham Arazi ( Morocco ) 7-6 ( 7-4 ),Morocco,GPE,46,53
437,Karol Kucera ( Slovakia ) beat Hicham Arazi ( Morocco ) 7-6 ( 7-4 ),7,CARDINAL,56,57
437,Karol Kucera ( Slovakia ) beat Hicham Arazi ( Morocco ) 7-6 ( 7-4 ),7,CARDINAL,62,63
438,7-5,7,CARDINAL,0,1
441,LONDON 1996-08-22,LONDON,GPE,0,6
441,LONDON 1996-08-22,1996-08-22,DATE,7,17
442,"Kenny Dalglish spoke on Thursday of his sadness at leaving Blackburn , the club he led to the English premier league title in 1994-95 .",Kenny Dalglish,PERSON,0,14
442,"Kenny Dalglish spoke on Thursday of his sadness at leaving Blackburn , the club he led to the English premier league title in 1994-95 .",Thursday,DATE,24,32
442,"Kenny Dalglish spoke on Thursday of his sadness at leaving Blackburn , the club he led to the English premier league title in 1994-95 .",Blackburn,PERSON,59,68
442,"Kenny Dalglish spoke on Thursday of his sadness at leaving Blackburn , the club he led to the English premier league title in 1994-95 .",English,NORP,94,101
442,"Kenny Dalglish spoke on Thursday of his sadness at leaving Blackburn , the club he led to the English premier league title in 1994-95 .",1994-95,DATE,126,133
443,Blackburn announced on Wednesday they and Dalglish had parted by mutual consent .,Blackburn,PERSON,0,9
443,Blackburn announced on Wednesday they and Dalglish had parted by mutual consent .,Wednesday,DATE,23,32
443,Blackburn announced on Wednesday they and Dalglish had parted by mutual consent .,Dalglish,NORP,42,50
444,"But the ex-manager confessed on Thursday to being "" sad "" at leaving after taking Blackburn from the second division to the premier league title inside three and a half years .",Thursday,DATE,32,40
444,"But the ex-manager confessed on Thursday to being "" sad "" at leaving after taking Blackburn from the second division to the premier league title inside three and a half years .",Blackburn,PERSON,82,91
444,"But the ex-manager confessed on Thursday to being "" sad "" at leaving after taking Blackburn from the second division to the premier league title inside three and a half years .",second,ORDINAL,101,107
444,"But the ex-manager confessed on Thursday to being "" sad "" at leaving after taking Blackburn from the second division to the premier league title inside three and a half years .",three and a half years,DATE,152,174
445,"In a telephone call to a local newspaper from his holiday home in Spain , Dalglish said : "" We came to the same opinion , albeit the club came to it a little bit earlier than me . """,Spain,GPE,66,71
449,"Dalglish had been with Blackburn for nearly five years , first as manager and then , for the past 15 months , as director of football .",Blackburn,PERSON,23,32
449,"Dalglish had been with Blackburn for nearly five years , first as manager and then , for the past 15 months , as director of football .",nearly five years,DATE,37,54
449,"Dalglish had been with Blackburn for nearly five years , first as manager and then , for the past 15 months , as director of football .",first,ORDINAL,57,62
449,"Dalglish had been with Blackburn for nearly five years , first as manager and then , for the past 15 months , as director of football .",the past 15 months,DATE,89,107
452,LONDON 1996-08-22,LONDON,GPE,0,6
452,LONDON 1996-08-22,1996-08-22,DATE,7,17
453,Close of play scores in four-day,four-day,DATE,24,32
454,English County Championship cricket matches on Thursday :,English County Championship,GPE,0,27
454,English County Championship cricket matches on Thursday :,Thursday,DATE,47,55
455,Second day,Second day,DATE,0,10
456,"At Weston-super-Mare : Durham 326 ( D. Cox 95 not out ,",Weston,GPE,3,9
456,"At Weston-super-Mare : Durham 326 ( D. Cox 95 not out ,",D.,NORP,36,38
456,"At Weston-super-Mare : Durham 326 ( D. Cox 95 not out ,",95,CARDINAL,43,45
457,S. Campbell 69 ; G. Rose 7-73 ) .,S. Campbell,PERSON,0,11
457,S. Campbell 69 ; G. Rose 7-73 ) .,69,CARDINAL,12,14
457,S. Campbell 69 ; G. Rose 7-73 ) .,G. Rose 7-73,PERSON,17,29
458,Somerset 236-4 ( M. Lathwell 85 ) .,Somerset,GPE,0,8
458,Somerset 236-4 ( M. Lathwell 85 ) .,236,CARDINAL,9,12
458,Somerset 236-4 ( M. Lathwell 85 ) .,M. Lathwell,ORG,17,28
458,Somerset 236-4 ( M. Lathwell 85 ) .,85,DATE,29,31
460,"At Colchester : Gloucestershire 280 ( J. Russell 63 , A. Symonds",280,CARDINAL,32,35
460,"At Colchester : Gloucestershire 280 ( J. Russell 63 , A. Symonds",J. Russell 63,PERSON,38,51
460,"At Colchester : Gloucestershire 280 ( J. Russell 63 , A. Symonds",A. Symonds,PERSON,54,64
461,52 ; A. Cowan 5-68 ) .,52,CARDINAL,0,2
461,52 ; A. Cowan 5-68 ) .,A. Cowan,PERSON,5,13
461,52 ; A. Cowan 5-68 ) .,5-68,DATE,14,18
462,Essex 72-0 .,72,CARDINAL,6,8
463,"At Cardiff : Kent 128-1 ( M. Walker 59 , D. Fulton 53 not out ) v",128,CARDINAL,18,21
463,"At Cardiff : Kent 128-1 ( M. Walker 59 , D. Fulton 53 not out ) v",D.,NORP,41,43
463,"At Cardiff : Kent 128-1 ( M. Walker 59 , D. Fulton 53 not out ) v",Fulton,GPE,44,50
464,Glamorgan .,Glamorgan,PERSON,0,9
465,"At Leicester : Leicestershire 343-8 ( P. Simmons 108 , P. Nixon",343,CARDINAL,30,33
465,"At Leicester : Leicestershire 343-8 ( P. Simmons 108 , P. Nixon",P. Simmons,PERSON,38,48
465,"At Leicester : Leicestershire 343-8 ( P. Simmons 108 , P. Nixon",108,CARDINAL,49,52
465,"At Leicester : Leicestershire 343-8 ( P. Simmons 108 , P. Nixon",P. Nixon,PERSON,55,63
466,67 not out ) v Hampshire .,67,CARDINAL,0,2
467,"At Northampton : Sussex 368-7 ( N. Lenham 145 , V. Drakes 59 not",368,CARDINAL,24,27
467,"At Northampton : Sussex 368-7 ( N. Lenham 145 , V. Drakes 59 not",N. Lenham 145,PERSON,32,45
467,"At Northampton : Sussex 368-7 ( N. Lenham 145 , V. Drakes 59 not",59,CARDINAL,58,60
468,"out , A. Wells 51 ) v Northamptonshire .",A. Wells,PERSON,6,14
468,"out , A. Wells 51 ) v Northamptonshire .",Northamptonshire,GPE,22,38
